Time,Hum,Temp,sootM,sootN,CO2,sootA,CMD,
4-1-2016T12-15-01,7.216,22.992,11.2493,0.0604645,444.758,8.18195,529.244,
4-1-2016T12-15-06,7.204,23.0,11.768,0.0629633,444.956,8.53374,529.846,
4-1-2016T12-15-11,7.2,23.006,12.3936,0.0661171,446.596,8.97037,529.671,
4-1-2016T12-15-16,7.202,23.01,12.4386,0.0663663,448.84,9.00379,528.64,
4-1-2016T12-15-21,7.222,23.014,12.0069,0.0642841,451.888,8.71075,526.823,
4-1-2016T12-15-26,7.232,23.02,11.9206,0.0643518,455.112,8.69465,523.968,
4-1-2016T12-15-31,7.24,23.02,12.4378,0.068012,451.352,9.14778,520.816,
4-1-2016T12-15-36,7.244,23.02,12.3614,0.0685139,452.352,9.17165,518.095,
4-1-2016T12-15-41,7.264,23.03,12.0301,0.0675769,451.62,9.00378,515.813,
4-1-2016T12-15-46,7.28,23.03,11.9702,0.0681517,456.22,9.03766,513.797,
4-1-2016T12-15-51,7.28,23.032,12.2482,0.0706687,457.06,9.32791,511.623,
4-1-2016T12-15-56,7.28,23.04,11.6092,0.0677776,458.118,8.90935,509.251,
4-1-2016T12-16-01,7.272,23.04,10.6706,0.0629958,456.21,8.24855,507.843,
4-1-2016T12-16-06,7.258,23.042,10.6235,0.0632912,454.778,8.26102,507.916,
4-1-2016T12-16-11,7.238,23.05,10.5605,0.0631716,451.658,8.23386,508.569,
4-1-2016T12-16-16,7.204,23.05,10.1886,0.0609941,448.112,7.94801,509.269,
4-1-2016T12-16-21,7.18,23.054,9.91637,0.0593242,447.408,7.73229,509.445,
4-1-2016T12-16-26,7.168,23.06,9.99783,0.0599196,446.572,7.805,507.979,
4-1-2016T12-16-31,7.156,23.06,10.3224,0.0622365,441.552,8.0898,505.961,
4-1-2016T12-16-36,7.142,23.07,9.69059,0.0587808,438.284,7.62446,504.983,
4-1-2016T12-16-41,7.13,23.07,8.85419,0.0538948,447.852,6.9822,505.684,
4-1-2016T12-16-46,7.136,23.07,9.51761,0.0578372,451.696,7.49732,507.603,
4-1-2016T12-16-51,7.194,23.076,10.5492,0.0637386,451.668,8.27894,509.361,
4-1-2016T12-16-56,7.268,23.08,10.9456,0.0656792,454.46,8.55157,510.973,
4-1-2016T12-17-01,7.28,23.08,10.78,0.0642536,455.764,8.38557,511.887,
4-1-2016T12-17-06,7.276,23.08,10.7822,0.0640043,450.72,8.36505,511.375,
4-1-2016T12-17-11,7.242,23.084,10.7599,0.063871,452.544,8.3477,510.221,
4-1-2016T12-17-16,7.21,23.09,10.7374,0.0639185,450.05,8.34563,509.046,
4-1-2016T12-17-21,7.19,23.09,10.7536,0.0643101,443.89,8.38324,507.791,
4-1-2016T12-17-26,7.218,23.09,9.95241,0.0598147,449.596,7.78369,506.69,
4-1-2016T12-17-31,7.286,23.09,9.42939,0.0568952,449.28,7.39357,507.062,
4-1-2016T12-17-36,7.298,23.09,9.56599,0.0576351,451.704,7.49357,509.278,
4-1-2016T12-17-41,7.278,23.09,10.0043,0.059843,456.468,7.80024,511.82,
4-1-2016T12-17-46,7.236,23.098,10.3847,0.0615268,455.424,8.04655,513.822,
4-1-2016T12-17-51,7.188,23.1,10.5298,0.0618103,455.06,8.10989,515.254,
4-1-2016T12-17-56,7.17,23.1,10.4209,0.0606928,454.414,7.98518,516.267,
4-1-2016T12-18-01,7.17,23.1,10.1507,0.0587152,451.242,7.74356,517.267,
4-1-2016T12-18-06,7.184,23.104,10.3553,0.0594758,450.72,7.86336,518.318,
4-1-2016T12-18-11,7.198,23.11,10.5886,0.0604658,450.48,8.01044,518.709,
4-1-2016T12-18-16,7.216,23.11,10.5872,0.0602948,449.79,7.99538,518.202,
4-1-2016T12-18-21,7.22,23.11,10.8891,0.0620035,447.514,8.22251,517.636,
4-1-2016T12-18-26,7.22,23.11,10.7626,0.0613284,446.052,8.13091,517.388,
4-1-2016T12-18-31,7.232,23.11,10.3411,0.0589506,447.04,7.81455,517.575,
4-1-2016T12-18-36,7.254,23.114,10.1891,0.0580196,448.366,7.69413,518.382,
4-1-2016T12-18-41,7.3,23.12,10.1834,0.057778,460.114,7.67179,519.901,
4-1-2016T12-18-46,7.33,23.12,10.8238,0.0609578,458.31,8.11497,521.986,
4-1-2016T12-18-51,7.336,23.122,11.672,0.0651335,453.802,8.69871,523.85,
4-1-2016T12-18-56,7.314,23.13,12.3528,0.0683254,454.714,9.15328,525.257,
4-1-2016T12-19-01,7.31,23.13,12.6115,0.0692123,456.206,9.29753,526.536,
4-1-2016T12-19-06,7.304,23.13,12.4747,0.0679574,446.912,9.15259,527.936,
4-1-2016T12-19-11,7.3,23.134,12.2955,0.0664668,444.632,8.97601,529.384,
4-1-2016T12-19-16,7.326,23.14,11.8043,0.063326,447.142,8.57474,530.923,
4-1-2016T12-19-21,7.394,23.14,11.355,0.0604299,449.218,8.20554,532.347,
4-1-2016T12-19-26,7.434,23.14,11.3998,0.0601661,451.23,8.19351,533.553,
4-1-2016T12-19-31,7.458,23.144,11.8642,0.0621367,446.138,8.48474,534.574,
4-1-2016T12-19-36,7.4,23.15,11.4261,0.0594926,443.618,8.14039,535.437,
4-1-2016T12-19-41,7.328,23.15,11.0232,0.0570889,445.038,7.82615,536.169,
4-1-2016T12-19-46,7.258,23.15,11.6487,0.0600101,445.762,8.24187,536.664,
4-1-2016T12-19-51,7.226,23.16,12.6971,0.0652037,447.674,8.96519,536.441,
4-1-2016T12-19-56,7.26,23.16,12.6755,0.0650895,449.518,8.94967,535.571,
4-1-2016T12-20-01,7.27,23.16,12.3453,0.0635173,452.542,8.72759,534.784,
4-1-2016T12-20-06,7.27,23.166,11.9991,0.0618871,454.05,8.49631,534.312,
4-1-2016T12-20-11,7.254,23.17,11.6039,0.0599684,456.518,8.22716,534.236,
4-1-2016T12-20-16,7.252,23.17,11.7645,0.0608372,455.846,8.3445,534.693,
4-1-2016T12-20-21,7.284,23.17,12.1703,0.0628634,456.016,8.62589,535.399,
4-1-2016T12-20-26,7.29,23.178,12.3113,0.0634492,455.816,8.71311,536.049,
4-1-2016T12-20-31,7.298,23.18,12.7408,0.0654986,455.554,9.00241,536.43,
4-1-2016T12-20-36,7.3,23.18,12.6157,0.0647313,455.466,8.90292,536.636,
4-1-2016T12-20-41,7.278,23.188,12.2654,0.0628563,456.324,8.64877,536.554,
4-1-2016T12-20-46,7.23,23.19,12.5696,0.0644341,457.032,8.86499,535.876,
4-1-2016T12-20-51,7.222,23.19,13.0946,0.0673443,455.436,9.25479,534.198,
4-1-2016T12-20-56,7.25,23.19,12.6682,0.0655734,454.604,8.99102,531.708,
4-1-2016T12-21-01,7.308,23.2,11.9763,0.062559,453.908,8.55031,529.505,
4-1-2016T12-21-06,7.34,23.2,11.987,0.0632625,453.428,8.61529,527.982,
4-1-2016T12-21-11,7.388,23.2,12.3456,0.0657942,452.276,8.9295,526.51,
4-1-2016T12-21-16,7.416,23.202,12.2385,0.0657815,453.052,8.90119,525.168,
4-1-2016T12-21-21,7.404,23.21,12.1049,0.0655817,454.596,8.84957,523.969,
4-1-2016T12-21-26,7.382,23.21,12.0837,0.0659674,460.152,8.87793,522.758,
4-1-2016T12-21-31,7.392,23.21,12.1638,0.0669154,458.882,8.9814,521.303,
4-1-2016T12-21-36,7.418,23.218,12.3347,0.0684902,469.182,9.16285,519.074,
4-1-2016T12-21-41,7.43,23.22,12.5214,0.0703142,470.056,9.36977,516.687,
4-1-2016T12-21-46,7.386,23.22,12.4063,0.0704287,469.316,9.34941,515.043,
4-1-2016T12-21-51,7.344,23.224,12.3874,0.0709991,469.53,9.39356,513.868,
4-1-2016T12-21-56,7.342,23.23,12.4062,0.071721,466.066,9.46057,512.584,
4-1-2016T12-22-01,7.35,23.2325,12.2784,0.0716512,455.09,9.42039,510.523,
4-1-2016T12-22-06,7.338,23.24,11.7924,0.0695184,454.718,9.10744,507.927,
4-1-2016T12-22-11,7.322,23.246,11.4465,0.0683155,452.294,8.91127,505.956,
4-1-2016T12-22-16,7.32,23.25,11.3782,0.0685762,453.694,8.91472,505.675,
4-1-2016T12-22-21,7.32,23.254,11.4774,0.0695495,457.35,9.02427,505.917,
4-1-2016T12-22-26,7.322,23.26,11.7201,0.0712687,455.922,9.23616,505.596,
4-1-2016T12-22-31,7.402,23.26,12.0339,0.0734127,457.594,9.50338,505.16,
4-1-2016T12-22-36,7.472,23.26,11.899,0.07272,457.59,9.40785,505.401,
4-1-2016T12-22-41,7.482,23.268,11.9246,0.0728608,455.254,9.42681,506.017,
4-1-2016T12-22-46,7.486,23.27,12.4227,0.0757893,456.734,9.81092,506.46,
4-1-2016T12-22-51,7.502,23.27,12.7993,0.0779828,459.652,10.0996,506.522,
4-1-2016T12-22-56,7.548,23.278,12.5617,0.0764984,459.62,9.90901,506.374,
4-1-2016T12-23-01,7.57,23.28,12.3778,0.0753452,455.398,9.76116,506.666,
4-1-2016T12-23-06,7.568,23.282,12.445,0.0755612,455.95,9.79787,507.914,
4-1-2016T12-23-11,7.532,23.29,12.8074,0.0773577,457.284,10.0491,509.386,
4-1-2016T12-23-16,7.47,23.29,12.6506,0.0759787,456.444,9.8895,510.51,
4-1-2016T12-23-21,7.436,23.29,12.0331,0.0718715,455.422,9.37299,511.48,
4-1-2016T12-23-26,7.39,23.298,11.3452,0.0674023,455.258,8.80657,512.388,
4-1-2016T12-23-31,7.342,23.3,10.7106,0.0632623,452.948,8.28251,513.624,
4-1-2016T12-23-36,7.308,23.3,10.8819,0.0638051,456.804,8.37499,514.88,
4-1-2016T12-23-41,7.3,23.31,11.5614,0.0673039,458.138,8.85648,515.877,
4-1-2016T12-23-46,7.302,23.31,11.7056,0.0677168,459.418,8.93044,517.003,
4-1-2016T12-23-51,7.32,23.312,11.8273,0.0679194,457.442,8.98021,518.858,
4-1-2016T12-23-56,7.34,23.32,12.3388,0.0700806,457.762,9.30166,521.761,
4-1-2016T12-24-01,7.346,23.32,12.8064,0.0718197,457.978,9.57478,524.141,
4-1-2016T12-24-06,7.35,23.32,12.3767,0.0686873,456.686,9.19073,525.724,
4-1-2016T12-24-11,7.35,23.32,11.7833,0.0647526,458.904,8.6942,527.439,
4-1-2016T12-24-16,7.396,23.32,11.9359,0.064864,462.008,8.7432,529.256,
4-1-2016T12-24-21,7.466,23.328,12.4697,0.0670344,461.77,9.07011,530.895,
4-1-2016T12-24-26,7.48,23.33,11.9356,0.0636147,448.354,8.63335,532.304,
4-1-2016T12-24-31,7.462,23.33,11.4722,0.0606999,445.964,8.25891,532.681,
4-1-2016T12-24-36,7.428,23.33,11.5637,0.0610048,447.772,8.30903,531.259,
4-1-2016T12-24-41,7.408,23.33,11.7433,0.0621205,448.494,8.45304,529.304,
4-1-2016T12-24-46,7.394,23.33,11.4151,0.0606925,450.694,8.24403,527.838,
4-1-2016T12-24-51,7.39,23.33,10.7014,0.0571516,453.648,7.75097,527.732,
4-1-2016T12-24-56,7.392,23.336,11.2149,0.0599372,455.172,8.12677,529.15,
4-1-2016T12-25-01,7.408,23.34,12.2455,0.0652123,455.5,8.85305,530.782,
4-1-2016T12-25-06,7.358,23.34,12.649,0.0669946,454.74,9.11237,532.168,
4-1-2016T12-25-11,7.314,23.344,13.2113,0.0696252,453.458,9.48669,532.42,
4-1-2016T12-25-16,7.3,23.35,12.4398,0.0654809,452.494,8.92577,531.328,
4-1-2016T12-25-21,7.318,23.35,10.8652,0.0572898,453.37,7.80462,530.247,
4-1-2016T12-25-26,7.34,23.35,11.1868,0.0592118,453.59,8.05564,529.319,
4-1-2016T12-25-31,7.394,23.35,12.0513,0.0641268,453.398,8.70811,527.964,
4-1-2016T12-25-36,7.434,23.358,12.0247,0.064353,453.542,8.72131,526.695,
4-1-2016T12-25-41,7.482,23.36,12.1766,0.0655572,456.064,8.8659,525.781,
4-1-2016T12-25-46,7.568,23.36,12.2788,0.0664401,458.474,8.96953,525.233,
4-1-2016T12-25-51,7.606,23.36,12.5108,0.0680199,458.358,9.16746,524.21,
4-1-2016T12-25-56,7.61,23.36,11.3967,0.0622987,460.318,8.38047,522.319,
4-1-2016T12-26-01,7.58,23.362,10.2409,0.0563753,461.094,7.56496,520.869,
4-1-2016T12-26-06,7.546,23.37,9.54152,0.0528906,460.844,7.08015,520.13,
4-1-2016T12-26-11,7.56,23.37,8.5175,0.0474393,459.332,6.33987,519.93,
4-1-2016T12-26-16,7.58,23.37,9.64165,0.054037,459.656,7.20585,518.964,
4-1-2016T12-26-21,7.578,23.37,11.0056,0.0621624,457.768,8.26687,517.042,
4-1-2016T12-26-26,7.542,23.37,11.3197,0.0644637,456.08,8.54827,515.178,
4-1-2016T12-26-31,7.484,23.37,11.3681,0.0652888,457.12,8.63209,513.813,
4-1-2016T12-26-36,7.422,23.38,10.9826,0.0634882,455.286,8.37485,513.282,
4-1-2016T12-26-41,7.4,23.38,10.7928,0.0626782,462.138,8.25477,513.191,
4-1-2016T12-26-46,7.408,23.38,11.1253,0.0647971,465.688,8.52522,513.213,
4-1-2016T12-26-51,7.468,23.38,11.856,0.069241,466.004,9.10127,512.508,
4-1-2016T12-26-56,7.522,23.38,12.0,0.0704112,465.2,9.23989,510.823,
4-1-2016T12-27-01,7.548,23.38,11.9494,0.0706219,464.316,9.2441,509.005,
4-1-2016T12-27-06,7.52,23.388,11.8033,0.0702817,465.118,9.17552,507.908,
4-1-2016T12-27-11,7.46,23.39,11.5802,0.0693541,463.398,9.03607,507.599,
4-1-2016T12-27-16,7.402,23.39,11.1114,0.0667431,463.556,8.68696,508.053,
4-1-2016T12-27-21,7.37,23.39,10.8599,0.0652588,460.296,8.49261,508.636,
4-1-2016T12-27-26,7.38,23.39,10.8259,0.0650169,462.026,8.46288,508.872,
4-1-2016T12-27-31,7.424,23.398,10.66,0.06396,467.266,8.32806,509.199,
4-1-2016T12-27-36,7.44,23.4,10.5006,0.0628948,473.84,8.19433,509.778,
4-1-2016T12-27-41,7.44,23.4,10.2407,0.0612017,474.008,7.97996,510.178,
4-1-2016T12-27-46,7.44,23.4,10.7753,0.0643019,463.376,8.38851,509.888,
4-1-2016T12-27-51,7.434,23.4,11.2335,0.0671316,465.324,8.75329,508.726,
4-1-2016T12-27-56,7.372,23.4,10.9964,0.0659651,462.294,8.58974,507.345,
4-1-2016T12-28-01,7.332,23.404,10.3586,0.0624566,461.994,8.11835,506.12,
4-1-2016T12-28-06,7.312,23.41,10.3141,0.0626016,468.632,8.11833,504.78,
4-1-2016T12-28-11,7.318,23.41,10.4519,0.0639242,468.336,8.26768,503.262,
4-1-2016T12-28-16,7.33,23.41,10.662,0.065766,470.562,8.48056,501.562,
4-1-2016T12-28-21,7.33,23.41,10.6009,0.0660305,473.85,8.48557,499.321,
4-1-2016T12-28-26,7.33,23.41,10.7147,0.0675829,467.728,8.64685,496.447,
4-1-2016T12-28-31,7.33,23.42,10.588,0.0677145,471.076,8.62168,493.953,
4-1-2016T12-28-36,7.33,23.42,10.8517,0.0703609,474.008,8.91563,492.257,
4-1-2016T12-28-41,7.35,23.42,11.1742,0.0733668,476.524,9.25581,490.266,
4-1-2016T12-28-46,7.374,23.42,11.2837,0.0750758,472.812,9.42745,487.53,
4-1-2016T12-28-51,7.386,23.42,11.0195,0.0743413,468.74,9.28999,485.131,
4-1-2016T12-28-56,7.4,23.42,10.7161,0.0732345,469.708,9.11036,483.519,
4-1-2016T12-29-01,7.4,23.422,10.599,0.0732461,471.224,9.07642,482.362,
4-1-2016T12-29-06,7.4,23.43,10.4839,0.0731571,470.878,9.03475,481.102,
4-1-2016T12-29-11,7.392,23.43,10.4052,0.0732032,468.266,9.01473,480.544,
4-1-2016T12-29-16,7.4,23.43,10.5125,0.0741916,466.36,9.12652,481.872,
4-1-2016T12-29-21,7.416,23.436,11.1179,0.0782884,465.168,9.63815,483.14,
4-1-2016T12-29-26,7.406,23.44,11.0091,0.077399,461.174,9.53403,482.846,
4-1-2016T12-29-31,7.362,23.44,10.5811,0.0744251,471.342,9.16623,482.196,
4-1-2016T12-29-36,7.328,23.446,10.8231,0.0762848,476.226,9.38848,481.557,
4-1-2016T12-29-41,7.286,23.45,10.424,0.0736135,479.922,9.05363,481.444,
4-1-2016T12-29-46,7.29,23.45,10.5124,0.0742784,480.632,9.13367,481.881,
4-1-2016T12-29-51,7.328,23.45,10.6563,0.0752511,480.068,9.25518,482.051,
4-1-2016T12-29-56,7.33,23.45,10.4071,0.0735332,477.568,9.0421,481.417,
4-1-2016T12-30-01,7.32,23.458,9.90186,0.0700397,473.504,8.60923,481.555,
4-1-2016T12-30-06,7.32,23.46,10.017,0.0706692,474.454,8.69453,483.331,
4-1-2016T12-30-11,7.306,23.46,10.5088,0.0735729,472.606,9.07601,485.895,
4-1-2016T12-30-16,7.272,23.46,12.2512,0.0844955,473.412,10.478,489.112,
4-1-2016T12-30-21,7.232,23.46,15.298,0.103854,474.528,12.9499,491.315,
4-1-2016T12-30-26,7.198,23.46,14.5561,0.0979667,473.04,12.2529,492.687,
4-1-2016T12-30-31,7.19,23.46,13.0804,0.0872766,473.576,10.9489,494.582,
4-1-2016T12-30-36,7.19,23.46,12.1839,0.0804304,473.144,10.1278,496.818,
4-1-2016T12-30-41,7.214,23.47,11.5135,0.0750774,471.03,9.49436,499.17,
4-1-2016T12-30-46,7.23,23.47,11.8199,0.0759533,467.66,9.65448,501.374,
4-1-2016T12-30-51,7.23,23.47,12.3437,0.0782849,453.828,9.99672,502.887,
4-1-2016T12-30-56,7.23,23.474,11.895,0.0747484,455.504,9.57599,503.888,
4-1-2016T12-31-01,7.236,23.48,11.2465,0.070102,451.016,9.00637,505.155,
4-1-2016T12-31-06,7.258,23.48,11.5019,0.0710252,451.268,9.15502,506.686,
4-1-2016T12-31-11,7.268,23.48,11.4062,0.0698209,454.334,9.0274,508.171,
4-1-2016T12-31-16,7.27,23.488,11.6495,0.0706346,463.066,9.16311,509.862,
4-1-2016T12-31-21,7.268,23.49,12.0661,0.0724767,467.126,9.43305,511.209,
4-1-2016T12-31-26,7.23,23.49,12.3168,0.0734215,471.226,9.58156,511.927,
4-1-2016T12-31-31,7.184,23.49,12.5664,0.0745154,469.29,9.74236,512.088,
4-1-2016T12-31-36,7.17,23.49,12.6608,0.07486,472.91,9.79734,511.952,
4-1-2016T12-31-41,7.17,23.492,12.3147,0.0726894,467.74,9.51899,512.178,
4-1-2016T12-31-46,7.178,23.5,12.2879,0.0723535,473.796,9.48316,512.925,
4-1-2016T12-31-51,7.192,23.5,12.3456,0.0724226,473.444,9.50463,513.93,
4-1-2016T12-31-56,7.226,23.5,12.2634,0.0716193,475.052,9.41391,514.931,
4-1-2016T12-32-01,7.248,23.5,11.9131,0.0692412,475.7,9.11658,515.803,
4-1-2016T12-32-06,7.266,23.5,12.0778,0.0698884,475.624,9.21607,516.144,
4-1-2016T12-32-11,7.27,23.506,12.3677,0.0713693,474.944,9.42043,516.076,
4-1-2016T12-32-16,7.276,23.51,12.1565,0.0700695,475.04,9.25263,515.933,
4-1-2016T12-32-21,7.304,23.51,11.7615,0.0677187,478.984,8.94564,516.379,
4-1-2016T12-32-26,7.324,23.51,11.7819,0.0676383,481.612,8.94416,517.538,
4-1-2016T12-32-31,7.35,23.52,11.692,0.066791,467.554,8.84739,519.048,
4-1-2016T12-32-36,7.376,23.52,11.8598,0.0672637,463.078,8.9324,520.777,
4-1-2016T12-32-41,7.38,23.52,12.508,0.0703456,465.934,9.36919,522.349,
4-1-2016T12-32-46,7.338,23.52,12.3144,0.06872,464.354,9.17761,523.94,
4-1-2016T12-32-51,7.292,23.52,12.0204,0.0664733,463.368,8.90573,526.121,
4-1-2016T12-32-56,7.27,23.52,12.5696,0.0686977,467.044,9.24161,528.278,
4-1-2016T12-33-01,7.272,23.52,13.4706,0.072794,477.166,9.83151,529.855,
4-1-2016T12-33-06,7.298,23.53,13.88,0.0743732,477.214,10.0747,530.636,
4-1-2016T12-33-11,7.318,23.53,13.9336,0.0742163,473.458,10.0745,531.114,
4-1-2016T12-33-16,7.3,23.53,13.7865,0.0730908,471.262,9.93806,531.709,
4-1-2016T12-33-21,7.262,23.53,13.3133,0.0703058,471.606,9.57256,532.181,
4-1-2016T12-33-26,7.222,23.54,12.9409,0.0681365,470.398,9.28688,532.314,
4-1-2016T12-33-31,7.234,23.54,12.9015,0.0677918,469.97,9.24646,532.369,
4-1-2016T12-33-36,7.238,23.54,12.8503,0.0674298,470.654,9.20156,532.458,
4-1-2016T12-33-41,7.2,23.542,12.8258,0.0672331,470.332,9.17799,532.541,
4-1-2016T12-33-46,7.138,23.55,13.4101,0.0702402,470.04,9.59116,532.551,
4-1-2016T12-33-51,7.046,23.55,14.2657,0.0747567,468.99,10.2062,531.904,
4-1-2016T12-33-56,7.012,23.55,13.9313,0.0731823,466.686,9.98275,530.803,
4-1-2016T12-34-01,7.03,23.556,13.5036,0.0711601,464.712,9.69616,530.379,
4-1-2016T12-34-06,7.09,23.56,13.4175,0.0708096,464.56,9.64349,530.917,
4-1-2016T12-34-11,7.124,23.56,13.2896,0.0700692,465.372,9.54577,531.817,
4-1-2016T12-34-16,7.14,23.56,13.3948,0.0703997,465.452,9.60148,532.994,
4-1-2016T12-34-21,7.128,23.56,13.5605,0.0709733,464.516,9.69385,533.857,
4-1-2016T12-34-26,7.11,23.566,13.6263,0.0710254,465.208,9.7149,534.539,
4-1-2016T12-34-31,7.122,23.57,13.7377,0.0713447,464.84,9.77109,534.919,
4-1-2016T12-34-36,7.14,23.57,13.7464,0.0712515,467.016,9.76497,534.571,
4-1-2016T12-34-41,7.176,23.57,13.5013,0.0700134,471.072,9.59375,533.703,
4-1-2016T12-34-46,7.252,23.576,12.8893,0.0670116,473.896,9.17417,532.505,
4-1-2016T12-34-51,7.278,23.58,12.2426,0.0639001,472.218,8.73615,531.626,
4-1-2016T12-34-56,7.214,23.58,12.1784,0.0637732,469.358,8.70883,531.662,
4-1-2016T12-35-01,7.152,23.58,12.4092,0.0650208,469.05,8.87733,532.551,
4-1-2016T12-35-06,7.124,23.58,12.924,0.0675556,470.87,9.23119,533.717,
4-1-2016T12-35-11,7.112,23.588,13.195,0.0687084,476.37,9.40129,534.71,
4-1-2016T12-35-16,7.132,23.59,13.4068,0.069515,475.69,9.52582,535.547,
4-1-2016T12-35-21,7.166,23.59,13.2754,0.0685586,473.91,9.40794,536.159,
4-1-2016T12-35-26,7.18,23.59,13.1931,0.0679092,472.622,9.3296,536.452,
4-1-2016T12-35-31,7.18,23.594,13.0512,0.0669923,467.028,9.21259,536.914,
4-1-2016T12-35-36,7.18,23.6,12.9758,0.0664157,463.512,9.14242,537.418,
4-1-2016T12-35-41,7.182,23.6,13.1377,0.0670576,463.15,9.23978,537.845,
4-1-2016T12-35-46,7.19,23.6,13.2877,0.0676521,464.094,9.32994,538.206,
4-1-2016T12-35-51,7.184,23.6,13.5341,0.0687527,467.848,9.48917,538.511,
4-1-2016T12-35-56,7.136,23.6,13.6369,0.0691425,467.768,9.54934,538.764,
4-1-2016T12-36-01,7.102,23.6,13.8463,0.0700882,467.318,9.68558,538.98,
4-1-2016T12-36-06,7.056,23.6,13.5755,0.0686248,455.918,9.48784,539.167,
4-1-2016T12-36-11,7.036,23.61,13.1728,0.0665137,444.388,9.1996,539.283,
4-1-2016T12-36-16,7.076,23.61,13.6501,0.0688708,456.902,9.52818,539.207,
4-1-2016T12-36-21,7.084,23.61,14.2965,0.0721371,459.998,9.97983,538.967,
4-1-2016T12-36-26,6.994,23.61,14.3283,0.0723166,459.822,10.0037,538.973,
4-1-2016T12-36-31,6.924,23.62,14.3653,0.0724908,458.522,10.0285,539.154,
4-1-2016T12-36-36,6.928,23.62,14.2366,0.0718084,461.63,9.93564,539.285,
4-1-2016T12-36-41,6.998,23.62,14.3509,0.0723636,465.306,10.0135,539.224,
4-1-2016T12-36-46,7.082,23.63,14.2681,0.0719485,459.954,9.95595,539.14,
4-1-2016T12-36-51,7.116,23.63,13.8262,0.0697333,455.106,9.64877,539.03,
4-1-2016T12-36-56,7.094,23.63,13.6493,0.0688946,454.904,9.53012,538.623,
4-1-2016T12-37-01,7.024,23.63,13.2241,0.0668309,458.088,9.24066,538.408,
4-1-2016T12-37-06,6.942,23.63,12.9896,0.0656779,462.87,9.07968,538.651,
4-1-2016T12-37-11,6.89,23.63,12.9184,0.0653008,466.89,9.02838,538.889,
4-1-2016T12-37-16,6.868,23.63,12.631,0.0638089,470.98,8.82401,539.09,
4-1-2016T12-37-21,6.86,23.634,12.0459,0.0608076,457.48,8.41116,539.26,
4-1-2016T12-37-26,6.866,23.64,12.5573,0.0633341,453.674,8.76331,539.363,
4-1-2016T12-37-31,6.914,23.64,13.4172,0.0676539,456.11,9.36186,539.114,
4-1-2016T12-37-36,6.98,23.64,13.2609,0.066928,456.678,9.25838,538.548,
4-1-2016T12-37-41,7.006,23.64,13.1141,0.0663241,460.858,9.1682,537.816,
4-1-2016T12-37-46,7.01,23.644,13.0216,0.0660675,461.152,9.12249,536.911,
4-1-2016T12-37-51,7.01,23.65,12.8739,0.0655461,459.088,9.03945,536.37,
4-1-2016T12-37-56,6.992,23.65,13.0048,0.0664051,459.778,9.14862,536.114,
4-1-2016T12-38-01,6.972,23.65,13.0364,0.0666969,459.414,9.18254,536.111,
4-1-2016T12-38-06,6.97,23.65,13.4226,0.0687068,454.46,9.45763,536.532,
4-1-2016T12-38-11,6.974,23.65,13.7752,0.0704488,450.592,9.70044,537.055,
4-1-2016T12-38-16,7.002,23.65,13.7151,0.0700259,451.394,9.64777,537.535,
4-1-2016T12-38-21,7.016,23.652,13.9884,0.0712902,455.142,9.82828,537.784,
4-1-2016T12-38-26,7.01,23.66,14.2124,0.0723555,462.736,9.97884,537.66,
4-1-2016T12-38-31,6.992,23.66,14.3478,0.0730379,459.332,10.0733,537.396,
4-1-2016T12-38-36,6.962,23.66,14.5661,0.0742202,457.87,10.2329,536.84,
4-1-2016T12-38-41,6.942,23.66,14.9066,0.0761745,459.494,10.4918,535.547,
4-1-2016T12-38-46,6.918,23.66,14.3825,0.0738996,457.848,10.1589,533.42,
4-1-2016T12-38-51,6.91,23.66,13.5773,0.0702873,455.436,9.63691,531.803,
4-1-2016T12-38-56,6.91,23.66,13.236,0.0689496,455.182,9.43287,531.727,
4-1-2016T12-39-01,6.928,23.66,13.4818,0.0704868,453.73,9.63088,531.804,
4-1-2016T12-39-06,6.97,23.66,12.9204,0.067714,453.31,9.24429,531.485,
4-1-2016T12-39-11,7.004,23.666,12.4723,0.0654869,455.098,8.93448,531.472,
4-1-2016T12-39-16,7.022,23.67,12.7066,0.0667722,457.02,9.10724,531.66,
4-1-2016T12-39-21,7.024,23.67,13.4129,0.0705639,458.104,9.62055,531.017,
4-1-2016T12-39-26,7.01,23.67,13.7864,0.0728325,457.81,9.91532,529.068,
4-1-2016T12-39-31,7.014,23.676,13.3027,0.0707314,460.466,9.60755,527.533,
4-1-2016T12-39-36,7.02,23.68,12.7675,0.0682018,457.464,9.24888,527.829,
4-1-2016T12-39-41,7.016,23.68,12.7976,0.0683976,456.908,9.27381,529.236,
4-1-2016T12-39-46,7.012,23.68,13.2042,0.0703164,456.222,9.54604,530.871,
4-1-2016T12-39-51,7.048,23.68,13.5251,0.0716545,455.41,9.74527,531.955,
4-1-2016T12-39-56,7.064,23.682,12.896,0.0680406,456.21,9.26712,532.514,
4-1-2016T12-40-01,7.072,23.69,11.9296,0.0626966,451.878,8.55094,533.315,
4-1-2016T12-40-06,7.08,23.69,12.1951,0.0637868,448.608,8.71417,534.025,
4-1-2016T12-40-11,7.068,23.69,12.4538,0.0648494,448.328,8.87321,534.839,
4-1-2016T12-40-16,7.026,23.69,12.7111,0.0658862,457.39,9.02956,535.657,
