Time,Hum,Temp,sootM,sootN,CO2,sootA,CMD,
4-1-2016T13-30-50,6.82,24.3,12.1161,0.0620179,448.738,8.53695,536.119,
4-1-2016T13-30-55,6.892,24.3,12.751,0.0652776,447.498,8.98518,536.616,
4-1-2016T13-31-00,6.942,24.298,12.9172,0.0661031,454.882,9.10004,536.454,
4-1-2016T13-31-05,6.956,24.29,13.4441,0.068999,462.09,9.48906,534.532,
4-1-2016T13-31-10,6.96,24.29,13.1181,0.0678081,465.7,9.30192,531.783,
4-1-2016T13-31-15,6.96,24.29,12.4061,0.064774,473.608,8.85444,529.025,
4-1-2016T13-31-20,6.96,24.29,11.832,0.0624885,480.552,8.5077,527.09,
4-1-2016T13-31-25,6.94,24.29,11.7335,0.0626131,475.774,8.49382,526.2,
4-1-2016T13-31-30,6.934,24.286,11.6625,0.0626827,470.91,8.482,525.965,
4-1-2016T13-31-35,6.922,24.28,11.2417,0.0606391,462.568,8.19523,526.468,
4-1-2016T13-31-40,6.888,24.28,10.4806,0.0565056,463.024,7.63797,528.108,
4-1-2016T13-31-45,6.882,24.28,10.7362,0.0575863,464.426,7.79809,529.958,
4-1-2016T13-31-50,6.918,24.28,12.1115,0.0645059,463.218,8.75675,531.159,
4-1-2016T13-31-55,6.844,24.28,12.5366,0.0664726,461.314,9.03787,531.237,
4-1-2016T13-32-00,6.738,24.28,11.8202,0.0625249,464.478,8.50824,531.595,
4-1-2016T13-32-05,6.71,24.28,11.6093,0.061162,467.11,8.33454,532.872,
4-1-2016T13-32-10,6.724,24.28,12.0544,0.0631616,466.958,8.62346,533.997,
4-1-2016T13-32-15,6.73,24.28,12.2278,0.0637276,467.594,8.71706,534.949,
4-1-2016T13-32-20,6.718,24.28,12.3194,0.0638861,460.594,8.75399,535.649,
4-1-2016T13-32-25,6.688,24.276,13.198,0.0681641,460.914,9.35352,535.763,
4-1-2016T13-32-30,6.672,24.27,14.9578,0.077192,465.214,10.5953,534.746,
4-1-2016T13-32-35,6.67,24.27,15.3628,0.0795188,469.132,10.9033,533.141,
4-1-2016T13-32-40,6.672,24.27,13.5663,0.0704505,470.748,9.6488,532.74,
4-1-2016T13-32-45,6.7,24.27,12.5548,0.0652654,469.604,8.93543,533.771,
4-1-2016T13-32-50,6.836,24.274,12.5866,0.0653299,466.124,8.9491,534.728,
4-1-2016T13-32-55,6.914,24.28,13.0727,0.0676438,473.356,9.27608,535.516,
4-1-2016T13-33-00,6.916,24.28,14.129,0.0728893,476.584,10.006,535.843,
4-1-2016T13-33-05,6.894,24.28,13.8507,0.071293,478.51,9.79455,536.323,
4-1-2016T13-33-10,6.874,24.28,13.112,0.0673218,482.838,9.25707,536.883,
4-1-2016T13-33-15,6.852,24.28,13.0432,0.0667787,483.448,9.19152,537.392,
4-1-2016T13-33-20,6.846,24.286,10.7832,0.0551021,487.884,7.58943,537.822,
4-1-2016T13-33-25,6.84,24.29,9.96681,0.0507977,485.062,7.00296,538.186,
4-1-2016T13-33-30,6.84,24.29,10.9909,0.0558538,487.282,7.70789,538.493,
4-1-2016T13-33-35,6.834,24.29,12.0839,0.0612677,486.184,8.46179,538.753,
4-1-2016T13-33-40,6.83,24.29,13.5178,0.0684121,481.672,9.45459,538.969,
4-1-2016T13-33-45,6.838,24.29,13.5972,0.0687255,491.272,9.50217,539.158,
4-1-2016T13-33-50,6.846,24.29,12.5777,0.0635082,492.192,8.78395,539.317,
4-1-2016T13-33-55,6.852,24.29,11.2955,0.0569835,490.808,7.88395,539.433,
4-1-2016T13-34-00,6.958,24.29,12.8292,0.064673,489.452,8.95013,539.308,
4-1-2016T13-34-05,7.07,24.29,13.3449,0.0672719,477.442,9.30984,539.22,
4-1-2016T13-34-10,7.096,24.29,14.2079,0.071659,483.414,9.9152,538.794,
4-1-2016T13-34-15,7.11,24.29,14.3082,0.0723414,482.664,10.001,537.586,
4-1-2016T13-34-20,7.082,24.29,13.5635,0.0688749,483.816,9.5073,536.017,
4-1-2016T13-34-25,7.026,24.29,12.1764,0.0622163,483.894,8.56947,533.615,
4-1-2016T13-34-30,7.074,24.282,10.2485,0.0527154,485.05,7.24389,532.851,
4-1-2016T13-34-35,7.138,24.28,9.91301,0.0512103,481.852,7.02646,533.944,
4-1-2016T13-34-40,7.14,24.28,11.1738,0.0577741,476.724,7.9247,534.776,
4-1-2016T13-34-45,7.14,24.28,11.5185,0.0595068,470.796,8.16477,535.165,
4-1-2016T13-34-50,7.132,24.28,12.2166,0.0630504,468.76,8.65402,535.121,
4-1-2016T13-34-55,7.102,24.272,12.1552,0.0628811,474.07,8.62369,532.958,
4-1-2016T13-35-00,7.13,24.27,11.4835,0.0598849,471.37,8.18965,529.701,
4-1-2016T13-35-05,7.184,24.27,11.3482,0.0598332,470.014,8.15105,527.822,
4-1-2016T13-35-10,7.2,24.27,10.7989,0.0574314,468.21,7.80019,526.954,
4-1-2016T13-35-15,7.246,24.27,11.0357,0.0591359,465.212,8.01052,526.365,
4-1-2016T13-35-20,7.27,24.27,11.8929,0.0641709,464.36,8.67163,525.21,
4-1-2016T13-35-25,7.258,24.27,11.7377,0.0637863,465.18,8.59818,523.247,
4-1-2016T13-35-30,7.232,24.27,11.2746,0.0618249,465.812,8.30746,521.016,
4-1-2016T13-35-35,7.204,24.27,12.4369,0.0691371,464.848,9.24555,518.222,
4-1-2016T13-35-40,7.226,24.27,11.8899,0.06664,474.632,8.88615,519.009,
4-1-2016T13-35-45,7.848,24.27,12.1263,0.0678424,469.33,9.05231,522.263,
4-1-2016T13-35-50,8.398,24.27,12.9989,0.07213,469.422,9.65208,524.888,
4-1-2016T13-35-55,8.148,24.27,12.7623,0.0702058,471.74,9.42312,526.787,
4-1-2016T13-36-00,7.61,24.27,12.3922,0.0675525,475.444,9.09588,528.411,
4-1-2016T13-36-05,7.278,24.27,12.3287,0.0666152,470.702,8.99745,529.572,
4-1-2016T13-36-10,7.128,24.27,12.1986,0.065441,475.194,8.86111,530.276,
4-1-2016T13-36-15,7.094,24.27,12.2199,0.0651918,478.986,8.84462,530.698,
4-1-2016T13-36-20,7.106,24.27,12.0749,0.064151,480.61,8.71615,531.176,
4-1-2016T13-36-25,7.774,24.27,12.4356,0.0657658,490.258,8.94989,532.088,
4-1-2016T13-36-30,8.364,24.27,13.6027,0.0715999,497.47,9.75994,532.61,
4-1-2016T13-36-35,8.766,24.28,13.4679,0.0707406,551.162,9.64999,532.292,
4-1-2016T13-36-40,8.85,24.28,12.502,0.0655991,756.318,8.95189,532.619,
4-1-2016T13-36-45,8.57,24.28,12.5823,0.0658235,741.018,8.99191,533.724,
4-1-2016T13-36-50,8.106,24.28,13.248,0.0690169,734.498,9.44195,534.558,
4-1-2016T13-36-55,7.844,24.28,13.1382,0.0682329,724.802,9.34484,534.746,
4-1-2016T13-37-00,7.662,24.28,12.9386,0.0671142,718.398,9.19557,534.134,
4-1-2016T13-37-05,7.526,24.28,12.6659,0.0658647,706.924,9.01643,532.168,
4-1-2016T13-37-10,7.396,24.28,11.8655,0.062074,691.308,8.47964,530.124,
4-1-2016T13-37-15,7.294,24.28,11.2375,0.059191,683.576,8.06649,529.151,
4-1-2016T13-37-20,7.19,24.28,10.8065,0.0571855,663.208,7.78054,529.534,
4-1-2016T13-37-25,7.006,24.28,11.1716,0.0591279,648.734,8.04437,531.008,
4-1-2016T13-37-30,6.898,24.28,11.6879,0.0616528,626.898,8.39778,532.404,
4-1-2016T13-37-35,6.842,24.274,11.8252,0.0620809,615.338,8.47018,533.601,
4-1-2016T13-37-40,6.822,24.27,11.8377,0.0618209,602.006,8.4502,534.614,
4-1-2016T13-37-45,6.82,24.27,11.8081,0.0613486,590.398,8.40081,535.465,
4-1-2016T13-37-50,6.87,24.27,12.075,0.0624324,574.752,8.56371,536.084,
4-1-2016T13-37-55,6.918,24.27,12.1158,0.0623943,557.604,8.57045,536.636,
4-1-2016T13-38-00,6.886,24.27,11.9155,0.0611467,544.734,8.40948,537.181,
4-1-2016T13-38-05,6.792,24.27,11.6653,0.0596717,538.682,8.21581,537.644,
4-1-2016T13-38-10,6.716,24.27,11.4589,0.0584477,532.248,8.0554,538.036,
4-1-2016T13-38-15,6.674,24.27,11.525,0.0586314,518.424,8.08812,538.366,
4-1-2016T13-38-20,6.638,24.27,11.9521,0.0606681,515.816,8.37564,538.594,
4-1-2016T13-38-25,6.604,24.27,12.168,0.0616695,513.556,8.51846,538.65,
4-1-2016T13-38-30,6.594,24.27,12.1023,0.0612905,511.086,8.46835,538.558,
4-1-2016T13-38-35,6.726,24.27,11.5365,0.0584176,507.134,8.07178,538.424,
4-1-2016T13-38-40,6.938,24.27,10.7527,0.0544358,498.522,7.52223,538.631,
4-1-2016T13-38-45,7.1,24.27,10.936,0.0553211,489.846,7.64662,538.872,
4-1-2016T13-38-50,7.196,24.27,11.2915,0.0570651,484.392,7.8903,539.075,
4-1-2016T13-38-55,7.186,24.27,11.6401,0.0587693,481.772,8.12872,539.239,
4-1-2016T13-39-00,7.09,24.27,11.6089,0.0585635,483.45,8.10259,539.362,
4-1-2016T13-39-05,7.0,24.27,11.0596,0.0557521,484.942,7.71558,539.489,
4-1-2016T13-39-10,6.882,24.268,10.5955,0.0533746,486.46,7.38838,539.598,
4-1-2016T13-39-15,6.85,24.268,10.9497,0.0551201,485.684,7.63188,539.664,
4-1-2016T13-39-20,6.844,24.27,12.0985,0.0609121,487.104,8.43341,539.171,
4-1-2016T13-39-25,6.812,24.26,12.5799,0.0635289,491.964,8.78633,537.511,
4-1-2016T13-39-30,6.774,24.26,12.8087,0.0651266,489.668,8.98578,535.167,
4-1-2016T13-39-35,6.79,24.26,12.4551,0.0638721,489.24,8.78629,533.05,
4-1-2016T13-39-40,6.84,24.26,11.8129,0.0611444,485.16,8.38367,531.032,
4-1-2016T13-39-45,6.874,24.26,11.6908,0.0612751,484.596,8.36469,527.884,
4-1-2016T13-39-50,6.886,24.26,11.6786,0.062144,484.088,8.43834,524.782,
4-1-2016T13-39-55,6.88,24.26,11.5634,0.0624314,488.452,8.43431,522.626,
4-1-2016T13-40-00,6.914,24.26,11.3264,0.0619112,488.04,8.328,521.19,
4-1-2016T13-40-05,6.94,24.26,11.244,0.0620697,486.56,8.32068,520.427,
4-1-2016T13-40-10,6.956,24.26,10.7331,0.0596307,484.964,7.97592,520.239,
4-1-2016T13-40-15,7.1,24.26,10.7677,0.0600083,485.192,8.01786,521.038,
4-1-2016T13-40-20,7.23,24.26,11.5852,0.064545,490.82,8.62502,521.84,
4-1-2016T13-40-25,7.344,24.26,11.6042,0.064588,492.38,8.63376,521.991,
4-1-2016T13-40-30,7.376,24.26,11.131,0.0618644,493.402,8.2739,522.785,
4-1-2016T13-40-35,7.358,24.26,10.8158,0.0598042,492.13,8.01276,525.119,
4-1-2016T13-40-40,7.328,24.26,11.0945,0.0607904,494.57,8.17075,527.434,
4-1-2016T13-40-45,7.196,24.26,11.582,0.0627968,494.242,8.47152,529.393,
4-1-2016T13-40-50,7.12,24.26,12.019,0.0645066,489.266,8.73319,531.051,
4-1-2016T13-40-55,7.064,24.26,12.6897,0.0674495,477.262,9.16262,532.425,
4-1-2016T13-41-00,6.946,24.26,13.645,0.0719716,472.908,9.80335,532.864,
4-1-2016T13-41-05,6.91,24.26,12.4662,0.0655834,469.872,8.9414,532.062,
4-1-2016T13-41-10,6.932,24.26,11.0782,0.058232,474.096,7.94151,532.261,
4-1-2016T13-41-15,6.976,24.26,10.9911,0.0576016,473.912,7.8638,533.426,
4-1-2016T13-41-20,7.04,24.27,11.9302,0.0622369,474.204,8.51029,534.432,
4-1-2016T13-41-25,7.078,24.27,12.1569,0.0631381,474.976,8.64698,535.317,
4-1-2016T13-41-30,7.08,24.27,12.0183,0.0621569,475.576,8.52511,535.972,
4-1-2016T13-41-35,7.038,24.27,12.1731,0.0627364,477.352,8.6152,536.192,
4-1-2016T13-41-40,6.898,24.27,12.7734,0.0657007,479.834,9.02851,535.967,
4-1-2016T13-41-45,6.758,24.27,12.6792,0.065219,480.642,8.9622,535.345,
4-1-2016T13-41-50,6.684,24.27,12.007,0.0618376,482.93,8.49387,534.911,
4-1-2016T13-41-55,6.764,24.278,11.5654,0.0596283,481.898,8.18727,534.92,
4-1-2016T13-42-00,6.818,24.28,11.734,0.0605103,489.14,8.30779,535.27,
4-1-2016T13-42-05,6.83,24.28,12.0731,0.0621775,486.184,8.54059,535.963,
4-1-2016T13-42-10,6.844,24.28,12.2693,0.0630611,480.58,8.66806,536.341,
4-1-2016T13-42-15,6.866,24.28,11.8471,0.0608278,478.876,8.36411,536.133,
4-1-2016T13-42-20,6.876,24.28,12.1861,0.0625947,471.068,8.60581,535.467,
4-1-2016T13-42-25,6.866,24.28,11.7798,0.0606886,470.108,8.33503,533.807,
4-1-2016T13-42-30,6.842,24.28,11.4328,0.0592579,470.568,8.12129,532.003,
4-1-2016T13-42-35,6.846,24.28,11.7377,0.0612675,481.408,8.37604,531.088,
4-1-2016T13-42-40,6.836,24.28,12.2638,0.0643732,482.952,8.78337,530.527,
4-1-2016T13-42-45,6.83,24.28,11.5914,0.061075,488.328,8.32233,530.07,
4-1-2016T13-42-50,6.822,24.28,10.0403,0.0530237,486.188,7.21943,530.059,
4-1-2016T13-42-55,6.784,24.28,9.83548,0.052081,487.684,7.08447,529.522,
4-1-2016T13-43-00,6.818,24.28,10.3047,0.0547927,485.886,7.44251,528.357,
4-1-2016T13-43-05,6.876,24.28,10.509,0.0561576,481.898,7.61464,527.262,
4-1-2016T13-43-10,6.934,24.28,10.184,0.054652,483.968,7.3995,526.938,
4-1-2016T13-43-15,6.98,24.282,60.38,0.324843,481.712,43.943,527.594,
4-1-2016T13-43-20,7.044,24.29,182.871,0.98659,483.122,133.33,526.69,
4-1-2016T13-43-25,7.25,24.29,453.964,2.46986,483.612,332.799,524.797,
4-1-2016T13-43-30,7.342,24.29,628.985,3.4482,484.368,463.388,521.866,
4-1-2016T13-43-35,7.154,24.29,610.404,3.38449,484.4,453.015,517.925,
4-1-2016T13-43-40,7.032,24.29,628.971,3.55069,478.204,472.262,513.947,
4-1-2016T13-43-45,6.94,24.29,605.582,3.47682,476.936,459.703,510.189,
4-1-2016T13-43-50,6.822,24.29,508.984,2.96709,474.06,390.206,506.09,
4-1-2016T13-43-55,6.726,24.29,426.604,2.53437,469.926,331.079,501.254,
4-1-2016T13-44-00,6.692,24.29,374.42,2.28113,467.258,295.355,496.133,
4-1-2016T13-44-05,6.68,24.29,349.291,2.19321,459.234,280.967,491.143,
4-1-2016T13-44-10,6.64,24.29,330.515,2.13885,458.654,271.117,486.744,
4-1-2016T13-44-15,6.61,24.29,278.179,1.83892,458.642,231.367,482.193,
4-1-2016T13-44-20,6.516,24.29,189.037,1.26385,459.562,158.379,477.223,
4-1-2016T13-44-25,6.458,24.29,145.216,0.997389,461.534,123.794,471.209,
4-1-2016T13-44-30,6.438,24.29,128.016,0.917227,464.126,112.151,464.383,
4-1-2016T13-44-35,6.418,24.296,103.25,0.764669,463.286,92.4106,457.671,
4-1-2016T13-44-40,6.4,24.3,71.3972,0.539417,463.534,64.728,451.804,
4-1-2016T13-44-45,6.394,24.3,50.0084,0.387379,461.732,46.0708,446.471,
4-1-2016T13-44-50,6.38,24.3,40.4662,0.327988,455.216,38.3847,442.251,
4-1-2016T13-44-55,6.364,24.3,53.0747,0.465536,454.298,53.0111,438.758,
4-1-2016T13-45-00,6.346,24.3,79.3365,0.731137,446.91,81.8717,435.247,
4-1-2016T13-45-05,6.34,24.3,94.6526,0.897753,444.946,99.5439,431.306,
4-1-2016T13-45-10,6.34,24.3,87.9048,0.850494,441.994,93.6561,426.903,
4-1-2016T13-45-15,6.34,24.3,67.2249,0.660684,445.734,72.3551,422.075,
4-1-2016T13-45-20,6.338,24.3,51.2976,0.514847,443.178,55.9661,417.52,
4-1-2016T13-45-25,6.334,24.3,41.3528,0.426346,442.216,45.9071,413.274,
4-1-2016T13-45-30,6.368,24.3,33.5511,0.355999,441.396,37.9453,409.189,
4-1-2016T13-45-35,6.442,24.31,27.5037,0.300449,440.028,31.6979,405.492,
4-1-2016T13-45-40,6.544,24.31,23.0245,0.258937,441.124,27.0415,402.726,
4-1-2016T13-45-45,6.652,24.31,20.0617,0.231968,442.826,23.9921,400.548,
4-1-2016T13-45-50,6.73,24.31,17.6514,0.208888,442.934,21.4324,399.145,
4-1-2016T13-45-55,6.774,24.31,16.5344,0.199626,441.16,20.3417,398.346,
4-1-2016T13-46-00,6.806,24.31,16.2639,0.199291,444.144,20.2052,398.123,
4-1-2016T13-46-05,6.81,24.31,15.7368,0.194253,446.54,19.6459,398.973,
4-1-2016T13-46-10,6.804,24.31,14.8898,0.183777,448.248,18.5883,400.801,
4-1-2016T13-46-15,6.798,24.31,14.7481,0.18088,455.86,18.3365,402.865,
4-1-2016T13-46-20,6.79,24.31,15.4144,0.187169,457.532,19.041,404.613,
4-1-2016T13-46-25,6.792,24.31,16.1144,0.19371,455.298,19.7762,405.755,
4-1-2016T13-46-30,6.814,24.31,16.469,0.196359,455.946,20.1043,406.517,
4-1-2016T13-46-35,6.85,24.31,15.4304,0.182809,453.764,18.7588,407.574,
4-1-2016T13-46-40,6.86,24.31,13.812,0.162281,452.94,16.7008,409.772,
4-1-2016T13-46-45,6.852,24.31,13.0024,0.150782,452.89,15.5883,412.55,
4-1-2016T13-46-50,6.85,24.31,12.8396,0.14638,451.962,15.2233,415.286,
4-1-2016T13-46-55,6.85,24.31,12.2417,0.137391,451.858,14.3669,417.365,
4-1-2016T13-47-00,6.858,24.31,11.2999,0.124968,452.082,13.1352,419.466,
4-1-2016T13-47-05,6.86,24.31,11.2443,0.122243,452.76,12.9258,421.622,
4-1-2016T13-47-10,6.842,24.31,11.7868,0.125963,451.844,13.3995,423.673,
4-1-2016T13-47-15,6.752,24.31,12.3944,0.13023,450.974,13.9358,426.148,
4-1-2016T13-47-20,6.68,24.31,12.9472,0.13371,450.822,14.395,428.777,
4-1-2016T13-47-25,6.654,24.31,13.4428,0.136364,451.108,14.7729,431.561,
4-1-2016T13-47-30,6.64,24.31,13.827,0.137709,452.088,15.0147,434.397,
4-1-2016T13-47-35,6.626,24.304,13.8079,0.135025,453.774,14.8166,437.434,
4-1-2016T13-47-40,6.62,24.3,13.7511,0.131862,458.278,14.5687,440.562,
4-1-2016T13-47-45,6.966,24.3,13.703,0.128831,462.488,14.3325,443.405,
4-1-2016T13-47-50,7.216,24.3,13.7082,0.126425,461.688,14.1597,445.94,
4-1-2016T13-47-55,7.212,24.308,13.3687,0.121277,459.642,13.662,447.827,
4-1-2016T13-48-00,7.154,24.31,13.073,0.116801,460.538,13.2283,449.946,
4-1-2016T13-48-05,7.024,24.31,12.9165,0.113437,460.24,12.9248,453.387,
4-1-2016T13-48-10,6.916,24.31,13.0447,0.112111,458.312,12.8704,457.618,
4-1-2016T13-48-15,6.854,24.31,13.3348,0.11183,459.704,12.9483,461.865,
4-1-2016T13-48-20,6.808,24.31,13.5372,0.110682,457.816,12.9293,466.026,
4-1-2016T13-48-25,6.714,24.31,13.6331,0.108721,459.804,12.8114,469.742,
4-1-2016T13-48-30,6.648,24.31,13.7185,0.106821,465.524,12.6931,473.155,
4-1-2016T13-48-35,6.612,24.31,13.9247,0.105963,467.494,12.693,476.329,
4-1-2016T13-48-40,6.572,24.31,14.3603,0.106982,468.338,12.911,478.854,
4-1-2016T13-48-45,6.572,24.31,14.392,0.105453,465.972,12.8011,480.404,
4-1-2016T13-48-50,6.636,24.31,14.5466,0.105231,467.66,12.832,481.2,
4-1-2016T13-48-55,6.684,24.31,14.8125,0.10628,456.914,12.9977,481.104,
4-1-2016T13-49-00,6.736,24.31,13.4478,0.0961529,453.538,11.7739,480.862,
4-1-2016T13-49-05,6.834,24.31,12.2017,0.087199,452.502,10.6795,479.774,
4-1-2016T13-49-10,6.932,24.31,12.9534,0.0928827,454.322,11.3624,478.276,
4-1-2016T13-49-15,7.02,24.31,13.2737,0.0956782,457.648,11.6831,477.156,
4-1-2016T13-49-20,7.088,24.31,13.7598,0.0997157,467.952,12.1533,476.401,
4-1-2016T13-49-25,7.09,24.31,13.8775,0.101035,468.904,12.2942,475.84,
4-1-2016T13-49-30,7.09,24.318,14.0194,0.102335,462.38,12.441,476.438,
4-1-2016T13-49-35,7.072,24.32,13.2818,0.0965914,461.652,11.758,480.32,
4-1-2016T13-49-40,7.042,24.32,11.0428,0.0791618,462.196,9.68425,488.716,
4-1-2016T13-49-45,7.048,24.326,10.7816,0.074589,463.796,9.23715,496.62,
4-1-2016T13-49-50,7.068,24.33,12.4715,0.0823982,460.16,10.3686,503.267,
4-1-2016T13-49-55,7.084,24.33,13.4074,0.0853502,467.032,10.8805,508.86,
4-1-2016T13-50-00,7.128,24.33,13.6376,0.0840825,465.328,10.8396,513.672,
4-1-2016T13-50-05,7.13,24.34,14.0216,0.083909,464.84,10.9312,517.728,
4-1-2016T13-50-10,7.162,24.34,14.944,0.0870466,468.21,11.4484,520.844,
4-1-2016T13-50-15,7.194,24.34,15.6871,0.0894852,476.406,11.8565,522.904,
4-1-2016T13-50-20,7.11,24.34,15.8651,0.0891262,477.202,11.8731,524.491,
4-1-2016T13-50-25,6.946,24.34,15.088,0.0837783,477.074,11.2068,526.375,
4-1-2016T13-50-30,6.8,24.34,12.6879,0.0697947,476.392,9.36711,528.468,
4-1-2016T13-50-35,6.724,24.34,12.3503,0.0670514,475.856,9.04054,530.109,
4-1-2016T13-50-40,6.68,24.34,13.2406,0.0710161,475.586,9.61622,531.293,
4-1-2016T13-50-45,6.65,24.34,14.2642,0.0757423,471.294,10.2925,532.556,
4-1-2016T13-50-50,6.65,24.34,15.663,0.0825077,470.244,11.2435,533.202,
4-1-2016T13-50-55,6.664,24.34,16.1822,0.0848906,473.344,11.5851,532.954,
4-1-2016T13-51-00,6.688,24.342,16.1805,0.0847755,471.512,11.5746,532.549,
4-1-2016T13-51-05,6.698,24.35,16.2819,0.0852522,473.348,11.6424,532.712,
4-1-2016T13-51-10,6.782,24.344,16.1565,0.0844957,470.01,11.5439,533.122,
4-1-2016T13-51-15,6.798,24.34,16.0135,0.0835994,465.75,11.4285,533.633,
4-1-2016T13-51-20,6.734,24.34,15.9521,0.0830851,465.452,11.3675,534.203,
4-1-2016T13-51-25,6.67,24.34,16.0419,0.0833235,465.508,11.4111,534.781,
4-1-2016T13-51-30,6.626,24.34,16.0966,0.0833919,465.48,11.4308,535.049,
4-1-2016T13-51-35,6.608,24.34,15.8186,0.0818585,466.384,11.2251,534.669,
4-1-2016T13-51-40,6.6,24.34,15.6921,0.0812629,465.166,11.1406,533.944,
4-1-2016T13-51-45,6.62,24.34,15.6781,0.0813997,457.55,11.1493,532.903,
